Date,Year,Month,MonthName,Quarter,Week,Day,DayName
1999-04-18,1999,4,April,2,15,18,Sunday
1999-04-19,1999,4,April,2,16,19,Monday
1999-04-20,1999,4,April,2,16,20,Tuesday
1999-04-21,1999,4,April,2,16,21,Wednesday
1999-04-23,1999,4,April,2,16,23,Friday
1999-04-24,1999,4,April,2,16,24,Saturday
1999-04-25,1999,4,April,2,16,25,Sunday
1999-04-30,1999,4,April,2,17,30,Friday
1999-05-01,1999,5,May,2,17,1,Saturday
1999-05-02,1999,5,May,2,17,2,Sunday
1999-05-03,1999,5,May,2,18,3,Monday
1999-05-04,1999,5,May,2,18,4,Tuesday
1999-05-05,1999,5,May,2,18,5,Wednesday
1999-05-07,1999,5,May,2,18,7,Friday
1999-05-08,1999,5,May,2,18,8,Saturday
1999-05-09,1999,5,May,2,18,9,Sunday
1999-05-10,1999,5,May,2,19,10,Monday
1999-05-11,1999,5,May,2,19,11,Tuesday
1999-05-12,1999,5,May,2,19,12,Wednesday
1999-05-14,1999,5,May,2,19,14,Friday
1999-05-15,1999,5,May,2,19,15,Saturday
1999-05-16,1999,5,May,2,19,16,Sunday
1999-05-22,1999,5,May,2,20,22,Saturday
1999-05-23,1999,5,May,2,20,23,Sunday
1999-05-29,1999,5,May,2,21,29,Saturday
1999-05-30,1999,5,May,2,21,30,Sunday
1999-06-12,1999,6,June,2,23,12,Saturday
1999-06-13,1999,6,June,2,23,13,Sunday
1999-06-19,1999,6,June,2,24,19,Saturday
1999-06-20,1999,6,June,2,24,20,Sunday
1999-07-30,1999,7,July,3,30,30,Friday
1999-07-31,1999,7,July,3,30,31,Saturday
1999-08-05,1999,8,August,3,31,5,Thursday
1999-08-06,1999,8,August,3,31,6,Friday
1999-08-07,1999,8,August,3,31,7,Saturday
1999-08-08,1999,8,August,3,31,8,Sunday
1999-08-09,1999,8,August,3,32,9,Monday
1999-08-10,1999,8,August,3,32,10,Tuesday
1999-08-11,1999,8,August,3,32,11,Wednesday
1999-08-13,1999,8,August,3,32,13,Friday
1999-08-14,1999,8,August,3,32,14,Saturday
1999-08-15,1999,8,August,3,32,15,Sunday
1999-08-16,1999,8,August,3,33,16,Monday
1999-08-20,1999,8,August,3,33,20,Friday
1999-08-21,1999,8,August,3,33,21,Saturday
1999-08-22,1999,8,August,3,33,22,Sunday
1999-08-23,1999,8,August,3,34,23,Monday
1999-08-24,1999,8,August,3,34,24,Tuesday
1999-08-25,1999,8,August,3,34,25,Wednesday
1999-08-27,1999,8,August,3,34,27,Friday
1999-08-28,1999,8,August,3,34,28,Saturday
1999-08-29,1999,8,August,3,34,29,Sunday
1999-08-30,1999,8,August,3,35,30,Monday
1999-09-10,1999,9,September,3,36,10,Friday
1999-09-11,1999,9,September,3,36,11,Saturday
1999-09-12,1999,9,September,3,36,12,Sunday
1999-09-17,1999,9,September,3,37,17,Friday
1999-09-18,1999,9,September,3,37,18,Saturday
1999-09-19,1999,9,September,3,37,19,Sunday
1999-09-24,1999,9,September,3,38,24,Friday
1999-09-25,1999,9,September,3,38,25,Saturday
1999-09-26,1999,9,September,3,38,26,Sunday
1999-09-27,1999,9,September,3,39,27,Monday
1999-10-01,1999,10,October,4,39,1,Friday
1999-10-02,1999,10,October,4,39,2,Saturday
1999-10-03,1999,10,October,4,39,3,Sunday
1999-10-04,1999,10,October,4,40,4,Monday
1999-10-11,1999,10,October,4,41,11,Monday
1999-10-12,1999,10,October,4,41,12,Tuesday
1999-10-13,1999,10,October,4,41,13,Wednesday
1999-10-15,1999,10,October,4,41,15,Friday
1999-10-16,1999,10,October,4,41,16,Saturday
1999-10-17,1999,10,October,4,41,17,Sunday
1999-10-18,1999,10,October,4,42,18,Monday
1999-10-20,1999,10,October,4,42,20,Wednesday
1999-10-22,1999,10,October,4,42,22,Friday
1999-10-23,1999,10,October,4,42,23,Saturday
1999-10-24,1999,10,October,4,42,24,Sunday
1999-10-25,1999,10,October,4,43,25,Monday
1999-10-27,1999,10,October,4,43,27,Wednesday
1999-10-29,1999,10,October,4,43,29,Friday
1999-10-30,1999,10,October,4,43,30,Saturday
1999-10-31,1999,10,October,4,43,31,Sunday
1999-11-01,1999,11,November,4,44,1,Monday
1999-11-05,1999,11,November,4,44,5,Friday
1999-11-06,1999,11,November,4,44,6,Saturday
1999-11-07,1999,11,November,4,44,7,Sunday
1999-11-09,1999,11,November,4,45,9,Tuesday
1999-11-10,1999,11,November,4,45,10,Wednesday
1999-11-19,1999,11,November,4,46,19,Friday
1999-11-20,1999,11,November,4,46,20,Saturday
1999-11-21,1999,11,November,4,46,21,Sunday
1999-11-22,1999,11,November,4,47,22,Monday
1999-11-26,1999,11,November,4,47,26,Friday
1999-11-27,1999,11,November,4,47,27,Saturday
1999-11-28,1999,11,November,4,47,28,Sunday
1999-12-01,1999,12,December,4,48,1,Wednesday
1999-12-03,1999,12,December,4,48,3,Friday
1999-12-04,1999,12,December,4,48,4,Saturday
1999-12-05,1999,12,December,4,48,5,Sunday
1999-12-06,1999,12,December,4,49,6,Monday
1999-12-08,1999,12,December,4,49,8,Wednesday
1999-12-10,1999,12,December,4,49,10,Friday
1999-12-11,1999,12,December,4,49,11,Saturday
1999-12-12,1999,12,December,4,49,12,Sunday
1999-12-14,1999,12,December,4,50,14,Tuesday
1999-12-15,1999,12,December,4,50,15,Wednesday
1999-12-17,1999,12,December,4,50,17,Friday
1999-12-18,1999,12,December,4,50,18,Saturday
1999-12-19,1999,12,December,4,50,19,Sunday
1999-12-21,1999,12,December,4,51,21,Tuesday
1999-12-22,1999,12,December,4,51,22,Wednesday
1999-12-26,1999,12,December,4,51,26,Sunday
1999-12-28,1999,12,December,4,52,28,Tuesday
1999-12-29,1999,12,December,4,52,29,Wednesday
2000-01-03,2000,1,January,1,1,3,Monday
2000-01-04,2000,1,January,1,1,4,Tuesday
2000-01-05,2000,1,January,1,1,5,Wednesday
2000-01-06,2000,1,January,1,1,6,Thursday
2000-01-08,2000,1,January,1,1,8,Saturday
2000-01-09,2000,1,January,1,1,9,Sunday
2000-01-11,2000,1,January,1,2,11,Tuesday
2000-01-12,2000,1,January,1,2,12,Wednesday
2000-01-15,2000,1,January,1,2,15,Saturday
2000-01-16,2000,1,January,1,2,16,Sunday
2000-01-17,2000,1,January,1,3,17,Monday
2000-01-19,2000,1,January,1,3,19,Wednesday
2000-01-22,2000,1,January,1,3,22,Saturday
2000-01-23,2000,1,January,1,3,23,Sunday
2000-01-24,2000,1,January,1,4,24,Monday
2000-01-25,2000,1,January,1,4,25,Tuesday
2000-01-26,2000,1,January,1,4,26,Wednesday
2000-01-29,2000,1,January,1,4,29,Saturday
2000-01-30,2000,1,January,1,4,30,Sunday
2000-02-01,2000,2,February,1,5,1,Tuesday
2000-02-02,2000,2,February,1,5,2,Wednesday
2000-02-04,2000,2,February,1,5,4,Friday
2000-02-05,2000,2,February,1,5,5,Saturday
2000-02-06,2000,2,February,1,5,6,Sunday
2000-02-08,2000,2,February,1,6,8,Tuesday
2000-02-09,2000,2,February,1,6,9,Wednesday
2000-02-11,2000,2,February,1,6,11,Friday
2000-02-12,2000,2,February,1,6,12,Saturday
2000-02-13,2000,2,February,1,6,13,Sunday
2000-02-14,2000,2,February,1,7,14,Monday
2000-02-15,2000,2,February,1,7,15,Tuesday
2000-02-16,2000,2,February,1,7,16,Wednesday
2000-02-18,2000,2,February,1,7,18,Friday
2000-02-19,2000,2,February,1,7,19,Saturday
2000-02-20,2000,2,February,1,7,20,Sunday
2000-02-25,2000,2,February,1,8,25,Friday
2000-02-26,2000,2,February,1,8,26,Saturday
2000-02-27,2000,2,February,1,8,27,Sunday
2000-02-28,2000,2,February,1,9,28,Monday
2000-03-03,2000,3,March,1,9,3,Friday
2000-03-04,2000,3,March,1,9,4,Saturday
2000-03-05,2000,3,March,1,9,5,Sunday
2000-03-08,2000,3,March,1,10,8,Wednesday
2000-03-10,2000,3,March,1,10,10,Friday
2000-03-11,2000,3,March,1,10,11,Saturday
2000-03-12,2000,3,March,1,10,12,Sunday
2000-03-15,2000,3,March,1,11,15,Wednesday
2000-03-17,2000,3,March,1,11,17,Friday
2000-03-18,2000,3,March,1,11,18,Saturday
2000-03-19,2000,3,March,1,11,19,Sunday
2000-03-24,2000,3,March,1,12,24,Friday
2000-03-25,2000,3,March,1,12,25,Saturday
2000-03-26,2000,3,March,1,12,26,Sunday
2000-03-31,2000,3,March,1,13,31,Friday
2000-04-01,2000,4,April,2,13,1,Saturday
2000-04-02,2000,4,April,2,13,2,Sunday
2000-04-03,2000,4,April,2,14,3,Monday
2000-04-05,2000,4,April,2,14,5,Wednesday
2000-04-07,2000,4,April,2,14,7,Friday
2000-04-08,2000,4,April,2,14,8,Saturday
2000-04-09,2000,4,April,2,14,9,Sunday
2000-04-10,2000,4,April,2,15,10,Monday
2000-04-11,2000,4,April,2,15,11,Tuesday
2000-04-12,2000,4,April,2,15,12,Wednesday
2000-04-14,2000,4,April,2,15,14,Friday
2000-04-15,2000,4,April,2,15,15,Saturday
2000-04-16,2000,4,April,2,15,16,Sunday
2000-04-19,2000,4,April,2,16,19,Wednesday
2000-04-20,2000,4,April,2,16,20,Thursday
2000-04-21,2000,4,April,2,16,21,Friday
2000-04-22,2000,4,April,2,16,22,Saturday
2000-04-23,2000,4,April,2,16,23,Sunday
2000-04-24,2000,4,April,2,17,24,Monday
2000-04-27,2000,4,April,2,17,27,Thursday
2000-04-28,2000,4,April,2,17,28,Friday
2000-04-29,2000,4,April,2,17,29,Saturday
2000-04-30,2000,4,April,2,17,30,Sunday
2000-05-02,2000,5,May,2,18,2,Tuesday
2000-05-03,2000,5,May,2,18,3,Wednesday
2000-05-04,2000,5,May,2,18,4,Thursday
2000-05-06,2000,5,May,2,18,6,Saturday
2000-05-07,2000,5,May,2,18,7,Sunday
2000-05-08,2000,5,May,2,19,8,Monday
2000-05-09,2000,5,May,2,19,9,Tuesday
2000-05-13,2000,5,May,2,19,13,Saturday
2000-05-14,2000,5,May,2,19,14,Sunday
2000-05-19,2000,5,May,2,20,19,Friday
2000-05-20,2000,5,May,2,20,20,Saturday
2000-07-28,2000,7,July,3,30,28,Friday
2000-07-29,2000,7,July,3,30,29,Saturday
2000-08-03,2000,8,August,3,31,3,Thursday
2000-08-04,2000,8,August,3,31,4,Friday
2000-08-05,2000,8,August,3,31,5,Saturday
2000-08-11,2000,8,August,3,32,11,Friday
2000-08-12,2000,8,August,3,32,12,Saturday
2000-08-13,2000,8,August,3,32,13,Sunday
2000-08-18,2000,8,August,3,33,18,Friday
2000-08-19,2000,8,August,3,33,19,Saturday
2000-08-20,2000,8,August,3,33,20,Sunday
2000-08-21,2000,8,August,3,34,21,Monday
2000-08-22,2000,8,August,3,34,22,Tuesday
2000-08-23,2000,8,August,3,34,23,Wednesday
2000-08-26,2000,8,August,3,34,26,Saturday
2000-08-27,2000,8,August,3,34,27,Sunday
2000-09-05,2000,9,September,3,36,5,Tuesday
2000-09-06,2000,9,September,3,36,6,Wednesday
2000-09-08,2000,9,September,3,36,8,Friday
2000-09-09,2000,9,September,3,36,9,Saturday
2000-09-10,2000,9,September,3,36,10,Sunday
2000-09-11,2000,9,September,3,37,11,Monday
2000-09-15,2000,9,September,3,37,15,Friday
2000-09-16,2000,9,September,3,37,16,Saturday
2000-09-17,2000,9,September,3,37,17,Sunday
2000-09-22,2000,9,September,3,38,22,Friday
2000-09-23,2000,9,September,3,38,23,Saturday
2000-09-24,2000,9,September,3,38,24,Sunday
2000-09-29,2000,9,September,3,39,29,Friday
2000-09-30,2000,9,September,3,39,30,Saturday
2000-10-01,2000,10,October,4,39,1,Sunday
2000-10-10,2000,10,October,4,41,10,Tuesday
2000-10-13,2000,10,October,4,41,13,Friday
2000-10-14,2000,10,October,4,41,14,Saturday
2000-10-15,2000,10,October,4,41,15,Sunday
2000-10-16,2000,10,October,4,42,16,Monday
2000-10-18,2000,10,October,4,42,18,Wednesday
2000-10-20,2000,10,October,4,42,20,Friday
2000-10-21,2000,10,October,4,42,21,Saturday
2000-10-22,2000,10,October,4,42,22,Sunday
2000-10-23,2000,10,October,4,43,23,Monday
2000-10-27,2000,10,October,4,43,27,Friday
2000-10-28,2000,10,October,4,43,28,Saturday
2000-10-29,2000,10,October,4,43,29,Sunday
2000-10-31,2000,10,October,4,44,31,Tuesday
2000-11-01,2000,11,November,4,44,1,Wednesday
2000-11-03,2000,11,November,4,44,3,Friday
2000-11-04,2000,11,November,4,44,4,Saturday
2000-11-05,2000,11,November,4,44,5,Sunday
2000-11-06,2000,11,November,4,45,6,Monday
2000-11-10,2000,11,November,4,45,10,Friday
2000-11-11,2000,11,November,4,45,11,Saturday
2000-11-12,2000,11,November,4,45,12,Sunday
2000-11-17,2000,11,November,4,46,17,Friday
2000-11-18,2000,11,November,4,46,18,Saturday
2000-11-19,2000,11,November,4,46,19,Sunday
2000-11-20,2000,11,November,4,47,20,Monday
2000-11-24,2000,11,November,4,47,24,Friday
2000-11-25,2000,11,November,4,47,25,Saturday
2000-11-26,2000,11,November,4,47,26,Sunday
2000-11-28,2000,11,November,4,48,28,Tuesday
2000-11-29,2000,11,November,4,48,29,Wednesday
2000-12-02,2000,12,December,4,48,2,Saturday
2000-12-03,2000,12,December,4,48,3,Sunday
2000-12-04,2000,12,December,4,49,4,Monday
2000-12-08,2000,12,December,4,49,8,Friday
2000-12-09,2000,12,December,4,49,9,Saturday
2000-12-10,2000,12,December,4,49,10,Sunday
2000-12-12,2000,12,December,4,50,12,Tuesday
2000-12-13,2000,12,December,4,50,13,Wednesday
2000-12-15,2000,12,December,4,50,15,Friday
2000-12-16,2000,12,December,4,50,16,Saturday
2000-12-17,2000,12,December,4,50,17,Sunday
2000-12-18,2000,12,December,4,51,18,Monday
2000-12-19,2000,12,December,4,51,19,Tuesday
2000-12-20,2000,12,December,4,51,20,Wednesday
2000-12-21,2000,12,December,4,51,21,Thursday
2000-12-22,2000,12,December,4,51,22,Friday
2000-12-23,2000,12,December,4,51,23,Saturday
2000-12-26,2000,12,December,4,52,26,Tuesday
2000-12-27,2000,12,December,4,52,27,Wednesday
2000-12-30,2000,12,December,4,52,30,Saturday
2001-01-01,2001,1,January,1,1,1,Monday
2001-01-02,2001,1,January,1,1,2,Tuesday
2001-01-06,2001,1,January,1,1,6,Saturday
2001-01-07,2001,1,January,1,1,7,Sunday
2001-01-12,2001,1,January,1,2,12,Friday
2001-01-13,2001,1,January,1,2,13,Saturday
2001-01-14,2001,1,January,1,2,14,Sunday
2001-01-20,2001,1,January,1,3,20,Saturday
2001-01-21,2001,1,January,1,3,21,Sunday
2001-01-22,2001,1,January,1,4,22,Monday
2001-01-24,2001,1,January,1,4,24,Wednesday
2001-01-26,2001,1,January,1,4,26,Friday
2001-01-27,2001,1,January,1,4,27,Saturday
2001-01-28,2001,1,January,1,4,28,Sunday
2001-01-30,2001,1,January,1,5,30,Tuesday
2001-01-31,2001,1,January,1,5,31,Wednesday
2001-02-02,2001,2,February,1,5,2,Friday
2001-02-03,2001,2,February,1,5,3,Saturday
2001-02-04,2001,2,February,1,5,4,Sunday
2001-02-06,2001,2,February,1,6,6,Tuesday
2001-02-07,2001,2,February,1,6,7,Wednesday
2001-02-09,2001,2,February,1,6,9,Friday
2001-02-10,2001,2,February,1,6,10,Saturday
2001-02-11,2001,2,February,1,6,11,Sunday
2001-02-12,2001,2,February,1,7,12,Monday
2001-02-16,2001,2,February,1,7,16,Friday
2001-02-17,2001,2,February,1,7,17,Saturday
2001-02-18,2001,2,February,1,7,18,Sunday
2001-02-23,2001,2,February,1,8,23,Friday
2001-02-24,2001,2,February,1,8,24,Saturday
2001-02-25,2001,2,February,1,8,25,Sunday
2001-03-02,2001,3,March,1,9,2,Friday
2001-03-03,2001,3,March,1,9,3,Saturday
2001-03-04,2001,3,March,1,9,4,Sunday
2001-03-05,2001,3,March,1,10,5,Monday
2001-03-07,2001,3,March,1,10,7,Wednesday
2001-03-09,2001,3,March,1,10,9,Friday
2001-03-10,2001,3,March,1,10,10,Saturday
2001-03-11,2001,3,March,1,10,11,Sunday
2001-03-16,2001,3,March,1,11,16,Friday
2001-03-17,2001,3,March,1,11,17,Saturday
2001-03-18,2001,3,March,1,11,18,Sunday
2001-03-19,2001,3,March,1,12,19,Monday
2001-03-30,2001,3,March,1,13,30,Friday
2001-03-31,2001,3,March,1,13,31,Saturday
2001-04-01,2001,4,April,2,13,1,Sunday
2001-04-02,2001,4,April,2,14,2,Monday
2001-04-04,2001,4,April,2,14,4,Wednesday
2001-04-06,2001,4,April,2,14,6,Friday
2001-04-07,2001,4,April,2,14,7,Saturday
2001-04-08,2001,4,April,2,14,8,Sunday
2001-04-09,2001,4,April,2,15,9,Monday
2001-04-10,2001,4,April,2,15,10,Tuesday
2001-04-11,2001,4,April,2,15,11,Wednesday
2001-04-12,2001,4,April,2,15,12,Thursday
2001-04-13,2001,4,April,2,15,13,Friday
2001-04-14,2001,4,April,2,15,14,Saturday
2001-04-15,2001,4,April,2,15,15,Sunday
2001-04-16,2001,4,April,2,16,16,Monday
2001-04-17,2001,4,April,2,16,17,Tuesday
2001-04-18,2001,4,April,2,16,18,Wednesday
2001-04-20,2001,4,April,2,16,20,Friday
2001-04-21,2001,4,April,2,16,21,Saturday
2001-04-22,2001,4,April,2,16,22,Sunday
2001-04-27,2001,4,April,2,17,27,Friday
2001-04-28,2001,4,April,2,17,28,Saturday
2001-04-29,2001,4,April,2,17,29,Sunday
2001-04-30,2001,4,April,2,18,30,Monday
2001-05-01,2001,5,May,2,18,1,Tuesday
2001-05-04,2001,5,May,2,18,4,Friday
2001-05-05,2001,5,May,2,18,5,Saturday
2001-05-06,2001,5,May,2,18,6,Sunday
2001-05-07,2001,5,May,2,19,7,Monday
2001-05-08,2001,5,May,2,19,8,Tuesday
2001-05-11,2001,5,May,2,19,11,Friday
2001-05-12,2001,5,May,2,19,12,Saturday
2001-05-13,2001,5,May,2,19,13,Sunday
2001-05-15,2001,5,May,2,20,15,Tuesday
2001-05-17,2001,5,May,2,20,17,Thursday
2001-05-18,2001,5,May,2,20,18,Friday
2001-05-19,2001,5,May,2,20,19,Saturday
2001-05-20,2001,5,May,2,20,20,Sunday
2001-05-26,2001,5,May,2,21,26,Saturday
2001-05-27,2001,5,May,2,21,27,Sunday
2001-06-10,2001,6,June,2,23,10,Sunday
2001-06-16,2001,6,June,2,24,16,Saturday
2001-06-17,2001,6,June,2,24,17,Sunday
2001-07-27,2001,7,July,3,30,27,Friday
2001-07-28,2001,7,July,3,30,28,Saturday
2001-07-29,2001,7,July,3,30,29,Sunday
2001-08-03,2001,8,August,3,31,3,Friday
2001-08-04,2001,8,August,3,31,4,Saturday
2001-08-05,2001,8,August,3,31,5,Sunday
2001-08-11,2001,8,August,3,32,11,Saturday
2001-08-12,2001,8,August,3,32,12,Sunday
2001-08-18,2001,8,August,3,33,18,Saturday
2001-08-19,2001,8,August,3,33,19,Sunday
2001-08-20,2001,8,August,3,34,20,Monday
2001-08-21,2001,8,August,3,34,21,Tuesday
2001-08-22,2001,8,August,3,34,22,Wednesday
2001-08-25,2001,8,August,3,34,25,Saturday
2001-08-26,2001,8,August,3,34,26,Sunday
2001-08-27,2001,8,August,3,35,27,Monday
2001-09-08,2001,9,September,3,36,8,Saturday
2001-09-09,2001,9,September,3,36,9,Sunday
2001-09-15,2001,9,September,3,37,15,Saturday
2001-09-16,2001,9,September,3,37,16,Sunday
2001-09-17,2001,9,September,3,38,17,Monday
2001-09-19,2001,9,September,3,38,19,Wednesday
2001-09-21,2001,9,September,3,38,21,Friday
2001-09-22,2001,9,September,3,38,22,Saturday
2001-09-23,2001,9,September,3,38,23,Sunday
2001-09-24,2001,9,September,3,39,24,Monday
2001-09-26,2001,9,September,3,39,26,Wednesday
2001-09-29,2001,9,September,3,39,29,Saturday
2001-09-30,2001,9,September,3,39,30,Sunday
2001-10-03,2001,10,October,4,40,3,Wednesday
2001-10-04,2001,10,October,4,40,4,Thursday
2001-10-06,2001,10,October,4,40,6,Saturday
2001-10-07,2001,10,October,4,40,7,Sunday
2001-10-13,2001,10,October,4,41,13,Saturday
2001-10-14,2001,10,October,4,41,14,Sunday
2001-10-15,2001,10,October,4,42,15,Monday
2001-10-20,2001,10,October,4,42,20,Saturday
2001-10-21,2001,10,October,4,42,21,Sunday
2001-10-22,2001,10,October,4,43,22,Monday
2001-10-24,2001,10,October,4,43,24,Wednesday
2001-10-26,2001,10,October,4,43,26,Friday
2001-10-27,2001,10,October,4,43,27,Saturday
2001-10-28,2001,10,October,4,43,28,Sunday
2001-10-29,2001,10,October,4,44,29,Monday
2001-11-03,2001,11,November,4,44,3,Saturday
2001-11-04,2001,11,November,4,44,4,Sunday
2001-11-10,2001,11,November,4,45,10,Saturday
2001-11-11,2001,11,November,4,45,11,Sunday
2001-11-16,2001,11,November,4,46,16,Friday
2001-11-17,2001,11,November,4,46,17,Saturday
2001-11-18,2001,11,November,4,46,18,Sunday
2001-11-19,2001,11,November,4,47,19,Monday
2001-11-24,2001,11,November,4,47,24,Saturday
2001-11-25,2001,11,November,4,47,25,Sunday
2001-11-28,2001,11,November,4,48,28,Wednesday
2001-11-29,2001,11,November,4,48,29,Thursday
2001-12-01,2001,12,December,4,48,1,Saturday
2001-12-02,2001,12,December,4,48,2,Sunday
2001-12-03,2001,12,December,4,49,3,Monday
2001-12-05,2001,12,December,4,49,5,Wednesday
2001-12-08,2001,12,December,4,49,8,Saturday
2001-12-09,2001,12,December,4,49,9,Sunday
2001-12-12,2001,12,December,4,50,12,Wednesday
2001-12-15,2001,12,December,4,50,15,Saturday
2001-12-16,2001,12,December,4,50,16,Sunday
2001-12-17,2001,12,December,4,51,17,Monday
2001-12-18,2001,12,December,4,51,18,Tuesday
2001-12-19,2001,12,December,4,51,19,Wednesday
2001-12-21,2001,12,December,4,51,21,Friday
2001-12-22,2001,12,December,4,51,22,Saturday
2001-12-23,2001,12,December,4,51,23,Sunday
2001-12-26,2001,12,December,4,52,26,Wednesday
2001-12-29,2001,12,December,4,52,29,Saturday
2001-12-30,2001,12,December,4,52,30,Sunday
2002-01-01,2002,1,January,1,1,1,Tuesday
2002-01-02,2002,1,January,1,1,2,Wednesday
2002-01-05,2002,1,January,1,1,5,Saturday
2002-01-06,2002,1,January,1,1,6,Sunday
2002-01-09,2002,1,January,1,2,9,Wednesday
2002-01-11,2002,1,January,1,2,11,Friday
2002-01-12,2002,1,January,1,2,12,Saturday
2002-01-13,2002,1,January,1,2,13,Sunday
2002-01-16,2002,1,January,1,3,16,Wednesday
2002-01-19,2002,1,January,1,3,19,Saturday
2002-01-20,2002,1,January,1,3,20,Sunday
2002-01-21,2002,1,January,1,4,21,Monday
2002-01-22,2002,1,January,1,4,22,Tuesday
2002-01-23,2002,1,January,1,4,23,Wednesday
2002-01-24,2002,1,January,1,4,24,Thursday
2002-01-26,2002,1,January,1,4,26,Saturday
2002-01-27,2002,1,January,1,4,27,Sunday
2002-01-29,2002,1,January,1,5,29,Tuesday
2002-01-30,2002,1,January,1,5,30,Wednesday
2002-02-02,2002,2,February,1,5,2,Saturday
2002-02-03,2002,2,February,1,5,3,Sunday
2002-02-05,2002,2,February,1,6,5,Tuesday
2002-02-06,2002,2,February,1,6,6,Wednesday
2002-02-07,2002,2,February,1,6,7,Thursday
2002-02-09,2002,2,February,1,6,9,Saturday
2002-02-10,2002,2,February,1,6,10,Sunday
2002-02-16,2002,2,February,1,7,16,Saturday
2002-02-17,2002,2,February,1,7,17,Sunday
2002-02-19,2002,2,February,1,8,19,Tuesday
2002-02-23,2002,2,February,1,8,23,Saturday
2002-02-24,2002,2,February,1,8,24,Sunday
2002-03-02,2002,3,March,1,9,2,Saturday
2002-03-03,2002,3,March,1,9,3,Sunday
2002-03-05,2002,3,March,1,10,5,Tuesday
2002-03-06,2002,3,March,1,10,6,Wednesday
2002-03-09,2002,3,March,1,10,9,Saturday
2002-03-10,2002,3,March,1,10,10,Sunday
2002-03-13,2002,3,March,1,11,13,Wednesday
2002-03-16,2002,3,March,1,11,16,Saturday
2002-03-17,2002,3,March,1,11,17,Sunday
2002-03-18,2002,3,March,1,12,18,Monday
2002-03-23,2002,3,March,1,12,23,Saturday
2002-03-24,2002,3,March,1,12,24,Sunday
2002-03-29,2002,3,March,1,13,29,Friday
2002-03-30,2002,3,March,1,13,30,Saturday
2002-03-31,2002,3,March,1,13,31,Sunday
2002-04-01,2002,4,April,2,14,1,Monday
2002-04-02,2002,4,April,2,14,2,Tuesday
2002-04-06,2002,4,April,2,14,6,Saturday
2002-04-07,2002,4,April,2,14,7,Sunday
2002-04-08,2002,4,April,2,15,8,Monday
2002-04-09,2002,4,April,2,15,9,Tuesday
2002-04-10,2002,4,April,2,15,10,Wednesday
2002-04-12,2002,4,April,2,15,12,Friday
2002-04-13,2002,4,April,2,15,13,Saturday
2002-04-14,2002,4,April,2,15,14,Sunday
2002-04-19,2002,4,April,2,16,19,Friday
2002-04-20,2002,4,April,2,16,20,Saturday
2002-04-21,2002,4,April,2,16,21,Sunday
2002-04-23,2002,4,April,2,17,23,Tuesday
2002-04-24,2002,4,April,2,17,24,Wednesday
2002-04-27,2002,4,April,2,17,27,Saturday
2002-04-28,2002,4,April,2,17,28,Sunday
2002-04-29,2002,4,April,2,18,29,Monday
2002-05-04,2002,5,May,2,18,4,Saturday
2002-05-05,2002,5,May,2,18,5,Sunday
2002-05-08,2002,5,May,2,19,8,Wednesday
2002-05-10,2002,5,May,2,19,10,Friday
2002-05-11,2002,5,May,2,19,11,Saturday
2002-08-02,2002,8,August,3,31,2,Friday
2002-08-03,2002,8,August,3,31,3,Saturday
2002-08-08,2002,8,August,3,32,8,Thursday
2002-08-09,2002,8,August,3,32,9,Friday
2002-08-10,2002,8,August,3,32,10,Saturday
2002-08-11,2002,8,August,3,32,11,Sunday
2002-08-14,2002,8,August,3,33,14,Wednesday
2002-08-16,2002,8,August,3,33,16,Friday
2002-08-17,2002,8,August,3,33,17,Saturday
2002-08-18,2002,8,August,3,33,18,Sunday
2002-08-19,2002,8,August,3,34,19,Monday
2002-08-23,2002,8,August,3,34,23,Friday
2002-08-24,2002,8,August,3,34,24,Saturday
2002-08-25,2002,8,August,3,34,25,Sunday
2002-08-27,2002,8,August,3,35,27,Tuesday
2002-08-28,2002,8,August,3,35,28,Wednesday
2002-08-31,2002,8,August,3,35,31,Saturday
2002-09-01,2002,9,September,3,35,1,Sunday
2002-09-02,2002,9,September,3,36,2,Monday
2002-09-03,2002,9,September,3,36,3,Tuesday
2002-09-10,2002,9,September,3,37,10,Tuesday
2002-09-11,2002,9,September,3,37,11,Wednesday
2002-09-14,2002,9,September,3,37,14,Saturday
2002-09-15,2002,9,September,3,37,15,Sunday
2002-09-16,2002,9,September,3,38,16,Monday
2002-09-21,2002,9,September,3,38,21,Saturday
2002-09-22,2002,9,September,3,38,22,Sunday
2002-09-23,2002,9,September,3,39,23,Monday
2002-09-27,2002,9,September,3,39,27,Friday
2002-09-28,2002,9,September,3,39,28,Saturday
2002-09-29,2002,9,September,3,39,29,Sunday
2002-09-30,2002,9,September,3,40,30,Monday
2002-10-05,2002,10,October,4,40,5,Saturday
2002-10-06,2002,10,October,4,40,6,Sunday
2002-10-07,2002,10,October,4,41,7,Monday
2002-10-08,2002,10,October,4,41,8,Tuesday
2002-10-19,2002,10,October,4,42,19,Saturday
2002-10-20,2002,10,October,4,42,20,Sunday
2002-10-21,2002,10,October,4,43,21,Monday
2002-10-23,2002,10,October,4,43,23,Wednesday
2002-10-25,2002,10,October,4,43,25,Friday
2002-10-26,2002,10,October,4,43,26,Saturday
2002-10-27,2002,10,October,4,43,27,Sunday
2002-10-28,2002,10,October,4,44,28,Monday
2002-11-02,2002,11,November,4,44,2,Saturday
